Identifier,State,Year,RefundOrTaxCreditOrTaxDeduction,RefundOrTaxCreditOrTaxDeduction_Citation,RefundOrTaxCreditFormula,RefundOrTaxCreditMax,EligibleContributionRecipients,EligibleToClaim_NoTaxOwed,EligibleToClaim_Deduction,EligibleToClaim_Other,EligibleToClaim_Other_Explained,Agency_Disclosure,Agency_Disclosure_Citation,Agency_Enforcement,Agency_Enforcement_Citation,Agency_PublicFinancing,Agency_PublicFinancing_Citation,Agency_RefundCreditDeduction,Agency_RefundCreditDeduction_Citation,Agency_Lobbying,Agency_Lobbying_Citation,Agency_DoingBusiness,Agency_DoingBusiness_Citation,Agency_FinancialDisclosureEthics,Agency_FinancialDisclosureEthics_Citation,Agency_Other,Agency_Other_Citation,OtherProvisions,OtherProvisions_Explained
"UT1998","UT",1998,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
"UT2000","UT",2000,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
"UT2002","UT",2002,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
"UT2004","UT",2004,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
"UT2006","UT",2006,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-548","N/A","N/A",,,,,,,,,,
"UT2008","UT",2008,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-1312","N/A","N/A",,,,,,,,,,
"UT2010","UT",2010,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-1312","N/A","N/A",,,,,,,,,,
"UT2012","UT",2012,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-1312","N/A","N/A",,,,,,,,,,
"UT2014","UT",2014,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-1312","N/A","N/A",,,,,,,,,"No","N/A"
"UT2016","UT",2016,"None",,,,,,,,,"Lieutenant-Governor","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Lt. Gov.","20A-11-1002; 1995 Utah Laws Ch. 1 (H.B. 58)","Election Campaign Fund","UT Code § 59-10-1312","N/A","N/A",,,,,,,,,"No","N/A"
"UT2018","UT",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VA1996","VA",1996,"None",,,,,,,,,"State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 641 (1993).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 641 (1999).","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996), Sess. Laws chs. 720 (1984) & 788 (1995).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-400 (1996), Sess. Laws ch. ch. 677 (1966).","N/A",,"No","N/A"
"VA1998","VA",1998,"None",,,,,,,,,"State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 641 (1993).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 641 (1999).","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996), Sess. Laws chs. 720 (1984) & 788 (1995).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-400 (1996), Sess. Laws ch. ch. 677 (1966).","N/A",,"No","N/A"
"VA2000","VA",2000,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 641 (1993).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 641 (1999).","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996), Sess. Laws chs. 720 (1984) & 788 (1995)","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-400 (1996), Sess. Laws ch. ch. 677 (1966)","N/A",,"Yes","Mere ""issue advocacy"" that provides candidate positions on issues but does not advocate the election or defeat of a candidate is not within the sphere of Virginia campaign finance disclosure requirements. Virginia Society for Human Life v. Caldwell, 152 F.3d 268 (4th Cir. 1998)."
"VA2002","VA",2002,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 641 (1993).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 641 (1999).","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996), Sess. Laws chs. 720 (1984) & 788 (1995)","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-400 (1996), Sess. Laws ch. ch. 677 (1966)","N/A",,"Yes","Mere ""issue advocacy"" that provides candidate positions on issues but does not advocate the election or defeat of a candidate is not within the sphere of Virginia campaign finance disclosure requirements. Virginia Society for Human Life v. Caldwell, 152 F.3d 268 (4th Cir. 1998)."
"VA2004","VA",2004,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 641 (1993).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 641 (1999).","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634","Virginia Department of Taxation","Code of Virginia 58.1-202, Sess. Laws. Ch. 634 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996), Sess. Laws chs. 720 (1984) & 788 (1995)","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-400 (1996), Sess. Laws ch. ch. 677 (1966)","N/A",,"Yes","Mere ""issue advocacy"" that provides candidate positions on issues but does not advocate the election or defeat of a candidate is not within the sphere of Virginia campaign finance disclosure requirements. Virginia Society for Human Life v. Caldwell, 152 F.3d 268 (4th Cir. 1998)."
"VA2006","VA",2006,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996), Sess. Laws ch. 350 (2007).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996), Sess. Laws ch. 760 (2006).","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999); Code of Virginia 58.1-202, Sess. Laws. Ch. 159 (2006).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-421 (1996), Sess. Laws, ch. 915 (1994), ch. 844 (2001); Code of Virginia 2.2-400 (1996), Sess. Laws, ch. 844 (2001).","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-3114 (2006), Sess. Laws ch. 779 (2006); Code of Virginia 2.2-400 (1996), Sess. Laws, ch. 844 (2001).","N/A",,"No","N/A"
"VA2008","VA",2008,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996)","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-418 (1996)","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.1-347 (1996).","N/A",,"No","N/A"
"VA2010","VA",2010,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996)","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-418 (1996)","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.1-347 (1996).","N/A",,"Yes","It shall be unlawful for any candidate or candidate campaign committee making campaign telephone calls to intentionally modify the caller identification information of any campaign telephone call for the purpose of misleading the recipient as to the identity of the caller.
Code of Virginia 24.2-959, Sess. Laws ch. 323 (2010)."
"VA2012","VA",2012,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996)","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-418 (1996)","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.1-347 (1996).","N/A",,"Yes","It shall be unlawful for any candidate or candidate campaign committee making campaign telephone calls to intentionally modify the caller identification information of any campaign telephone call for the purpose of misleading the recipient as to the identity of the caller.
Code of Virginia 24.2-959, Sess. Laws ch. 323 (2010).

Certain voters, such as law-enforcement officers, are entitled to have their addresses protected from disclosure under contribution standards. These persons are allowed to substitute P.O. boxes for their actual address. Code of Virginia 24.2-946.2, Sess. Laws ch. 527 (2012)."
"VA2014","VA",2014,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996)","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-418 (1996)","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.1-347 (1996).","N/A",,"Yes","It shall be unlawful for any candidate or candidate campaign committee making campaign telephone calls to intentionally modify the caller identification information of any campaign telephone call for the purpose of misleading the recipient as to the identity of the caller.
Code of Virginia 24.2-959, Sess. Laws ch. 323 (2010).

Certain voters, such as law-enforcement officers, are entitled to have their addresses protected from disclosure under contribution standards. These persons are allowed to substitute P.O. boxes for their actual address. Code of Virginia 24.2-946.2, Sess. Laws ch. 527 (2012)."
"VA2016","VA",2016,"Tax Credit","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","50%","$25 (single)/$50 (joint)","All state/local offices in any primary, general, or special election.","No","N/A","No","N/A","State Board of Elections","Code of Virginia 24.2-102, 103 (1996).","State Board of Elections, Commonwealth Attorneys","Code of Virginia 24.2-103, 104 (1996)","N/A","N/A","Virginia Department of Taxation","Code of Virginia 58.1-339.6 (1999), Sess. Laws, ch. 464 (1999).","Virginia Secretary of the Commonwealth","Code of Virginia 2.2-418 (1996)","Virginia Department of General Services","Code of Virginia 2.2-1100, 1110 (1996).","Virginia Secretary of the Commonwealth","Code of Virginia 2.1-347 (1996).","N/A",,"Yes","It shall be unlawful for any candidate or candidate campaign committee making campaign telephone calls to intentionally modify the caller identification information of any campaign telephone call for the purpose of misleading the recipient as to the identity of the caller.
Code of Virginia 24.2-959, Sess. Laws ch. 323 (2010).

Certain voters, such as law-enforcement officers, are entitled to have their addresses protected from disclosure under contribution standards. These persons are allowed to substitute P.O. boxes for their actual address. Code of Virginia 24.2-946.2, Sess. Laws ch. 527 (2012)."
"VA2018","VA",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VT1996","VT",1996,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1996 17 V.S.A. § 2806","N/A","N/A","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 1996 2 V.S.A.  § 263","N/A",,"N/A",,,,"No","N/A"
"VT1998","VT",1998,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 1998 17 V.S.A. § 2806","Secretary of State; State Treasurer","1997, No. 64, § 2; 1998 17 V.S.A. § 2856","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 1996 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 1998 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2000","VT",2000,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2000 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 1998 17 V.S.A. § 2856","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 1996 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 1998 32 V.S.A. § 109","N/A",,,,"Inoperative mid-cycle","A candidate for governor shall limit campaign expenditures to no more than $300,000.00 in any two-year general election cycle. A candidate for state senator shall limit campaign expenditures to no more than $ 4,000.00 plus, in the case of state senator, an additional $ 2,500.00 for each additional seat in the senate district, in any two-year general election cycle. A candidate for state representative in a single-member district shall limit campaign expenditures to no more than $ 2,000.00, and in a two-member district to no more than $ 3,000.00, in any two-year general election cycle."
"VT2002","VT",2002,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2002 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2002 17 V.S.A. § 2856","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 2002 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2002 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2004","VT",2004,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2004 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2004 17 V.S.A. § 2856","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 2004 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2004 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2006","VT",2006,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2006 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2006 17 V.S.A. § 2856","N/A","N/A","Secretary of State","1993, No. 101, § 1a; 2006 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2006 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2008","VT",2008,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2008 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2008 17 V.S.A. § 2856","N/A","N/A","Secretary of State","2007, No. 5, § 1, eff. April 12, 2007; 2008 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2008 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2010","VT",2010,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2010 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2010 17 V.S.A. § 2856","N/A","N/A","Secretary of State","2007, No. 5, § 1, eff. April 12, 2007; 2010 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2010 32 V.S.A. § 109","N/A",,,,"No","N/A"
"VT2012","VT",2012,"None",,,,,,,,,"Secretary of State","1981, No. 197 (Adj. Sess.), § 1; 1996 17 V.S.A. § 2811; Ch. 17 § 2811.; Ch. 17 § 2821.; Ch. 17 § 2831.","Attorney General","1997, No. 64, § 3; 2012 17 V.S.A. § 2806","Secretary of State; State Treasurer"," 1997, No. 64, § 2; 2012 17 V.S.A. § 2856","N/A","N/A","Secretary of State","2007, No. 5, § 1, eff. April 12, 2007; 2012 2 V.S.A.  § 263","State Treasurer","1997, No. 64, § 26.; 2012 32 V.S.A. § 109","N/A",,,,"No","N/A"
